Account Summary
Account,Net Account Value,Total Gain $,Total Gain %,Day's Gain Unrealized $,Day's Gain Unrealized %,Available For Withdrawal,Marginable Securities,Non-Marginable Securities
"Margin Account -3058",5478.40,379.92,5.84,-42.03,-.65,494.59,2633.16,789.95


View Summary - Dividend
Filters applied: 
Symbol,Security type(s),Sort by,Sort order,
,All,Qty #,Desc,

Symbol,Last Price $,Value $,Change $,Change %,% of Portfolio,Qty #,Cost/Share,Day's Gain $,Total Gain $,Total Gain %,YTD Gain %,Dividend Yield %,Est. Annual Income,Ex-Div Date,Dividend Pay Date,Dividend
     05/01/2023,43.97,.3078,-0.17,-0.39,.0056,.0070,37.1429,-.0012,.0478,18.3808,9.9525,6.2528,.0200,10/10/2025,11/03/2025,.6900
     08/01/2023,43.97,.3518,-0.17,-0.39,.0064,.0080,33.7500,-.0014,.0818,30.2815,9.9525,6.2528,.0200,10/10/2025,11/03/2025,.6900
     11/01/2023,43.97,.3518,-0.17,-0.39,.0064,.0080,35.0000,-.0014,.0718,25.6286,9.9525,6.2528,.0200,10/10/2025,11/03/2025,.6900
     02/01/2024,43.97,.3078,-0.17,-0.39,.0056,.0070,40.0000,-.0012,.0278,9.9250,9.9525,6.2528,.0200,10/10/2025,11/03/2025,.6900
     05/01/2024,43.97,.3518,-0.17,-0.39,.0064,.0080,36.2500,-.0014,.0618,21.2966,9.9525,6.2528,.0200,10/10/2025,11/03/2025,.6900
     08/01/2024,43.97,.3518,-0.17,-0.39,.0064,.0080,36.2500,-.0014,.0618,21.2966,9.9525,6.2528,.0200,10/10/2025,11/03/2025,.6900
     11/01/2024,43.97,.3518,-0.17,-0.39,.0064,.0080,37.5000,-.0014,.0518,17.2533,9.9525,6.2528,.0200,10/10/2025,11/03/2025,.6900
     02/03/2025,43.97,.3518,-0.17,-0.39,.0064,.0080,38.7500,-.0014,.0418,13.4710,13.4710,6.2528,.0200,10/10/2025,11/03/2025,.6900
     05/01/2025,43.97,.3078,-0.17,-0.39,.0056,.0070,44.2857,-.0012,-.0022,-.7129,-.7129,6.2528,.0200,10/10/2025,11/03/2025,.6900
     08/01/2025,43.97,.3518,-0.17,-0.39,.0064,.0080,40.0000,-.0014,.0318,9.9250,9.9250,6.2528,.0200,10/10/2025,11/03/2025,.6900
     08/26/2025,43.97,43.9700,-0.17,-0.39,.8026,1.0000,43.8900,-.1700,.0800,.1823,.1823,6.2528,2.7600,10/10/2025,11/03/2025,.6900
VRT,134.82,134.9548,-0.89,-0.66,2.4634,1.0010,93.3267,-.8909,41.5348,44.4603,44.4600,.1105,.1500,09/15/2025,09/25/2025,.0375
     05/06/2025,134.82,134.8200,-0.89,-0.66,2.4609,1.0000,93.3800,-.8900,41.4400,44.3778,44.3778,.1105,.1500,09/15/2025,09/25/2025,.0375
     06/26/2025,134.82,.1348,-0.89,-0.66,.0025,.0010,40.0000,-.0009,.0948,237.0500,237.0500,.1105,.0000,09/15/2025,09/25/2025,.0375
CL,83.29,83.2900,-0.77,-0.92,1.5203,1.0000,83.5000,-.7700,-.2100,-.2515,-.2500,2.4744,2.0800,10/17/2025,11/14/2025,.5200
     08/28/2025,83.29,83.2900,-0.77,-0.92,1.5203,1.0000,83.5000,-.7700,-.2100,-.2515,-.2515,2.4744,2.0800,10/17/2025,11/14/2025,.5200
CLX,123.57,123.5700,-0.84,-0.68,2.2556,1.0000,118.5000,-.8400,5.0700,4.2785,4.2800,3.9868,4.9600,08/13/2025,08/29/2025,1.2400
     08/26/2025,123.57,123.5700,-0.84,-0.68,2.2556,1.0000,118.5000,-.8400,5.0700,4.2785,4.2785,3.9868,4.9600,08/13/2025,08/29/2025,1.2400
TXN,182.60,182.6000,-1.75,-0.95,3.3331,1.0000,178.2500,-1.7500,4.3500,2.4404,2.4400,2.9509,5.4400,07/31/2025,08/12/2025,1.3600
     08/01/2025,182.60,182.6000,-1.75,-0.95,3.3331,1.0000,178.2500,-1.7500,4.3500,2.4404,2.4404,2.9509,5.4400,07/31/2025,08/12/2025,1.3600
C,99.48,60.3844,0.66,0.67,1.1022,.6070,51.4003,.4006,29.1844,93.5396,41.2100,2.4287,1.4600,08/04/2025,08/22/2025,.6000
     09/02/2022,99.48,12.2360,0.66,0.67,.2234,.1230,49.8374,.0812,6.1060,99.6091,41.3269,2.4287,.3000,08/04/2025,08/22/2025,.6000
     11/23/2022,99.48,26.9591,0.66,0.67,.4921,.2710,49.1513,.1789,13.6391,102.3955,41.3269,2.4287,.6500,08/04/2025,08/22/2025,.6000
     09/02/2022,99.48,15.6184,0.66,0.67,.2851,.1570,54.7134,.1036,7.0284,81.8203,41.3269,2.4287,.3800,08/04/2025,08/22/2025,.6000
     05/26/2023,99.48,.5969,0.66,0.67,.0109,.0060,46.6667,.0040,.3169,113.1714,41.3269,2.4287,.0100,08/04/2025,08/22/2025,.6000
     08/25/2023,99.48,.6964,0.66,0.67,.0127,.0070,41.4286,.0046,.4064,140.1241,41.3269,2.4287,.0200,08/04/2025,08/22/2025,.6000
     11/22/2023,99.48,.6964,0.66,0.67,.0127,.0070,42.8571,.0046,.3964,132.1200,41.3269,2.4287,.0200,08/04/2025,08/22/2025,.6000
     02/23/2024,99.48,.5969,0.66,0.67,.0109,.0060,50.0000,.0040,.2969,98.9600,41.3269,2.4287,.0100,08/04/2025,08/22/2025,.6000
     05/24/2024,99.48,.4974,0.66,0.67,.0091,.0050,62.0000,.0033,.1874,60.4516,41.3269,2.4287,.0100,08/04/2025,08/22/2025,.6000
     08/23/2024,99.48,.5969,0.66,0.67,.0109,.0060,55.0000,.0040,.2669,80.8727,41.3269,2.4287,.0100,08/04/2025,08/22/2025,.6000
     11/22/2024,99.48,.4974,0.66,0.67,.0091,.0050,66.0000,.0033,.1674,50.7273,41.3269,2.4287,.0100,08/04/2025,08/22/2025,.6000
     02/28/2025,99.48,.4974,0.66,0.67,.0091,.0050,66.0000,.0033,.1674,50.7273,50.7273,2.4287,.0100,08/04/2025,08/22/2025,.6000
     05/23/2025,99.48,.4974,0.66,0.67,.0091,.0050,66.0000,.0033,.1674,50.7273,50.7273,2.4287,.0100,08/04/2025,08/22/2025,.6000
     08/22/2025,99.48,.3979,0.66,0.67,.0073,.0040,90.0000,.0026,.0379,10.5333,10.5333,2.4287,.0100,08/04/2025,08/22/2025,.6000
JCI,107.53,10.6455,-0.29,-0.27,.1943,.0990,53.4343,-.0287,5.3555,101.2376,38.3000,1.4005,.1600,09/22/2025,10/17/2025,.4000
     07/18/2022,107.53,3.1184,-0.29,-0.27,.0569,.0290,48.2759,-.0084,1.7184,122.7407,36.2346,1.4005,.0500,09/22/2025,10/17/2025,.4000
     10/17/2022,107.53,2.9033,-0.29,-0.27,.0530,.0270,52.2222,-.0078,1.4933,105.9085,36.2346,1.4005,.0400,09/22/2025,10/17/2025,.4000
     01/17/2023,107.53,2.2581,-0.29,-0.27,.0412,.0210,67.6190,-.0061,.8381,59.0232,36.2346,1.4005,.0300,09/22/2025,10/17/2025,.4000
     04/17/2023,107.53,1.3979,-0.29,-0.27,.0255,.0130,57.6923,-.0038,.6479,86.3853,36.2346,1.4005,.0200,09/22/2025,10/17/2025,.4000
     07/17/2023,107.53,.1075,-0.29,-0.27,.0020,.0010,30.0000,-.0003,.0775,258.4333,36.2346,1.4005,.0000,09/22/2025,10/17/2025,.4000
     10/20/2023,107.53,.1075,-0.29,-0.27,.0020,.0010,30.0000,-.0003,.0775,258.4333,36.2346,1.4005,.0000,09/22/2025,10/17/2025,.4000
     01/12/2024,107.53,.1075,-0.29,-0.27,.0020,.0010,30.0000,-.0003,.0775,258.4333,36.2346,1.4005,.0000,09/22/2025,10/17/2025,.4000
     04/19/2024,107.53,.1075,-0.29,-0.27,.0020,.0010,30.0000,-.0003,.0775,258.4333,36.2346,1.4005,.0000,09/22/2025,10/17/2025,.4000
     07/19/2024,107.53,.1075,-0.29,-0.27,.0020,.0010,30.0000,-.0003,.0775,258.4333,36.2346,1.4005,.0000,09/22/2025,10/17/2025,.4000
     10/18/2024,107.53,.1075,-0.29,-0.27,.0020,.0010,40.0000,-.0003,.0675,168.8250,36.2346,1.4005,.0000,09/22/2025,10/17/2025,.4000
     01/17/2025,107.53,.1075,-0.29,-0.27,.0020,.0010,40.0000,-.0003,.0675,168.8250,168.8250,1.4005,.0000,09/22/2025,10/17/2025,.4000
     04/17/2025,107.53,.1075,-0.29,-0.27,.0020,.0010,40.0000,-.0003,.0675,168.8250,168.8250,1.4005,.0000,09/22/2025,10/17/2025,.4000
     07/18/2025,107.53,.1075,-0.29,-0.27,.0020,.0010,40.0000,-.0003,.0675,168.8250,168.8250,1.4005,.0000,09/22/2025,10/17/2025,.4000
HPQ Sep 19 '25 $29 Put,1.12,-119.0000,0.00,0.00,-2.1722,-1.0000,1.0748,-11.5200,-11.5200,-10.7183,-10.7200,--,--,09/10/2025,--,--
     09/12/2025,1.12,-119.0000,0.00,0.00,-2.1722,-1.0000,1.0748,-11.5200,-11.5200,-10.6156,-10.6156,--,.0000,09/10/2025,--,--
KO Sep 19 '25 $67 Put,0.85,-84.5000,0.00,0.00,-1.5424,-1.0000,.8048,-4.0200,-4.0200,-4.9950,-5.0000,--,--,09/15/2025,--,--
     09/12/2025,0.85,-84.5000,0.00,0.00,-1.5424,-1.0000,.8048,-4.0200,-4.0200,-4.9313,-4.9313,--,.0000,09/15/2025,--,--
T Sep 19 '25 $29.50 Put,0.28,-27.5000,0.00,0.00,-.5020,-1.0000,.2548,-2.0200,-2.0200,-7.9278,-7.9300,--,--,07/10/2025,--,--
     09/12/2025,0.28,-27.5000,0.00,0.00,-.5020,-1.0000,.2548,-2.0200,-2.0200,-7.6169,-7.6169,--,.0000,07/10/2025,--,--
MARGIN DEBIT,,-978.93,,,,,,,,,,,,,,,
TOTAL,,5478.40,,,,,,-42.03,379.92,5.84,,,,,,,



Generated at Sep 14 2025 05:04 AM ET
